"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","BATCH","prolific_id","batch","realtime","success"
"9108","1754481414985","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for participanting in our experiment again! You will be asked to play the Dysfunctional Ball Game again. We will briefly recap the rules before we start.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to continue.</p>","0","custom-html-button-response","0","9114","0.0-0.0","192","1","2025-08-06 11:55:50","36c45c0696341be0efffe67d72a12abb","95.102.214.227","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","sk-SK,sk;q=0.9,hu-HU;q=0.8,hu;q=0.7,cs;q=0.6,en-US;q=0.5,en;q=0.4","683dda03c88521ebe8cba79e","687a1a965b9f5b85a264363e","689342ad06c3b7dc6fa23d7b","1","683dda03c88521ebe8cba79e","1","2025-08-06T11:56:54.987Z",""
"5283","","","","fullscreen","1","15414","0.0-1.0","192","1","2025-08-06 11:55:50","36c45c0696341be0efffe67d72a12abb","95.102.214.227","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","sk-SK,sk;q=0.9,hu-HU;q=0.8,hu;q=0.7,cs;q=0.6,en-US;q=0.5,en;q=0.4","683dda03c88521ebe8cba79e","687a1a965b9f5b85a264363e","689342ad06c3b7dc6fa23d7b","1","683dda03c88521ebe8cba79e","1","","true"
"4836","1754481426122"," <p style='font-size:1.1em;line-height:1.25'>Thank you for closing all other tabs.</p><p style='font-size:1.1em;line-height:1.25'>We will now invite you to fill in some questionnaires, before starting the game.<br>This will take about 5 minutes.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","2","20251","0.0-2.0","192","1","2025-08-06 11:55:50","36c45c0696341be0efffe67d72a12abb","95.102.214.227","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://app.prolific.com/","sk-SK,sk;q=0.9,hu-HU;q=0.8,hu;q=0.7,cs;q=0.6,en-US;q=0.5,en;q=0.4","683dda03c88521ebe8cba79e","687a1a965b9f5b85a264363e","689342ad06c3b7dc6fa23d7b","1","683dda03c88521ebe8cba79e","1","2025-08-06T11:57:06.123Z",""
