"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","jspsych-survey-multi-choice-response-0","prolific_id","batch","realtime"
"8740","1754595858443","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for participanting in our experiment again! You will be asked to play the Dysfunctional Ball Game again. We will briefly recap the rules before we start.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to continue.</p>","0","custom-html-button-response","0","8743","0.0-0.0","233","1","2025-08-07 19:43:16","36c45c0696341be0efffe67d72a12abb","5.184.215.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Windows","10.0","https://bxw7hev85o.cognition.run/?PROLIFIC_PID=5c39ed7a688b59000102a145&STUDY_ID=6877649eabb845cf142cd221&SESSION_ID=6895016d8f7b23e801248cb5&BATCH=1","pl-PL,pl;q=0.9","female","","","2025-08-07T19:44:18.444Z"
