"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","WEEK","BATCH","prolific_id","week","batch","realtime","success","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","eventType","view_history","slider_start","which_type","canvas_config","goals_layout","control_level","trial_number","tutorial_trial_number","trial_start_time","phase1_start_time","phase2_start_time","phase3_start_time","goal_1_value","goal_1_distance","goal_2_value","goal_2_distance","goal_selected","outcome","outcome_total","participant_final_score","participant_initial_score","participant_final_score_prop","goal_choice_rt","allocated_time","allocated_time_remaining","goal_direction","counts","mouse_movements","key_presses"
"","","","","ctl-task-cpt","24","242816","0.0-5.0-0.3","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:15:38.875Z","","","","","","","","","","","","","","win-only","3","g1:SW,g2:NE","0.7","4","0","195196","980","5985","45591","1","4","8","6","2","8","8","21","13","0.1590909090909091","1302","3000","1755","[""up"",""right""]","{""num_key_presses"":8,""num_perfect"":6,""num_errors"":0,""num_randdir"":2,""num_randdir_good_moves"":1,""num_whilered"":0,""num_whileblue"":0,""num_blue"":5,""num_good_moves"":7}","[297.22857753208706,291.92857448032925,0,297.22857753208706,291.92857448032925,115,297.22857753208706,291.92857448032925,221,297.22857753208706,291.92857448032925,326,297.22857753208706,291.92857448032925,432,297.22857753208706,291.92857448032925,535,297.22857753208706,291.92857448032925,635,375.22857753208706,199.92857448032925,747,375.22857753208706,199.92857448032925,853,460.22857753208706,121.92857448032925,969,530.228577532087,72.92857448032925,1072,531.228577532087,72.92857448032925,1172,531.228577532087,72.92857448032925,1274,531.228577532087,72.92857448032925,1380,531.228577532087,72.92857448032925,1486,531.228577532087,72.92857448032925,1586,531.228577532087,72.92857448032925,1697,794.228577532087,30.92857448032924,1803,794.228577532087,30.92857448032924,1904,794.228577532087,30.92857448032924,2013,794.228577532087,30.92857448032924,2130,794.228577532087,30.92857448032924,2235,794.228577532087,30.92857448032924,2347,794.228577532087,30.92857448032924,2454,794.228577532087,30.92857448032924,2567,794.228577532087,30.92857448032924,2675,794.228577532087,30.92857448032924,2782,794.228577532087,30.92857448032924,2883,794.228577532087,30.92857448032924,2992,794.228577532087,30.92857448032924,3096,794.228577532087,30.92857448032924,3199,794.228577532087,30.92857448032924,3302,794.228577532087,30.92857448032924,3407,794.228577532087,30.92857448032924,3515,794.228577532087,30.92857448032924,3629,794.228577532087,30.92857448032924,3735,794.228577532087,30.92857448032924,3839,794.228577532087,30.92857448032924,3941,794.228577532087,30.92857448032924,4047,794.228577532087,30.92857448032924,4148,794.228577532087,30.92857448032924,4262,794.228577532087,30.92857448032924,4374,794.228577532087,30.92857448032924,4479,794.228577532087,30.92857448032924,4582,794.228577532087,30.92857448032924,4687,794.228577532087,30.92857448032924,4799,794.228577532087,30.92857448032924,4899]","[7831,7831,1996.9,5345,489.1,""smooth"",""up"",""up"",""good_move"",10978,3147,2691.6,7831,455.4,""smooth"",""up"",""up"",""good_move"",18562,7584,2467.6,15496,598.4,""smooth"",""right"",""right"",""good_move"",24624,6062,2291.1,21843,489.9,""smooth"",""right"",""right"",""good_move"",30348,5723,2361.4,27509,477.6,""oops"",""up"",""left"",""bad_move"",33473,3125,2602.6,30349,522.4,""oops"",""up"",""up"",""good_move"",36563,3089,2358.6,33475,729.4,""smooth"",""right"",""right"",""good_move"",39282,2718,2265.3,36564,452.7,""smooth"",""right"",""right"",""good_move""]"
"3152","","<div style=""width:500px;"">
  <p>What determined the result of this run?</p>
  </div>","83","html-slider-response","25","245971","0.0-5.0-1.3","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:15:42.030Z","","","","","","","","","","","AttribQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1898","","<div style=""width:500px;"">
  <p>How much control did you have over the ball?</p>
  </div>","67","html-slider-response","26","247877","0.0-5.0-2.3","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:15:43.936Z","","","","","","","","","","","ControlQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3371","","<div style=""width:500px;"">
  <p>How would you describe your current emotional state?</p>
  </div>","16","html-slider-response","27","251252","0.0-5.0-3.3","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:15:47.311Z","","","","","","","","","","","StressQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1916","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","83","html-slider-response","28","253171","0.0-5.0-4.3","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:15:49.230Z","","","","","","","","","","","MotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","ctl-task-cpt","29","276539","0.0-5.0-0.4","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:16:12.598Z","","","","","","","","","","","","","","win-only","2","g1:SE,g2:NW","0.6","5","0","254152","997","6004","20346","1","4","4","6","1","1","1","22","21","0.16666666666666666","1139","3000","2360","[""down"",""right""]","{""num_key_presses"":4,""num_perfect"":4,""num_errors"":0,""num_randdir"":0,""num_randdir_good_moves"":0,""num_whilered"":0,""num_whileblue"":0,""num_blue"":1,""num_good_moves"":4}","[300.22857753208706,287.92857448032925,0,300.22857753208706,287.92857448032925,112,300.22857753208706,287.92857448032925,227,300.22857753208706,287.92857448032925,327,300.22857753208706,287.92857448032925,428,300.22857753208706,287.92857448032925,528,300.22857753208706,287.92857448032925,629,383.22857753208706,377.92857448032925,730,525.228577532087,533.9285744803292,845,525.228577532087,533.9285744803292,945,525.228577532087,533.9285744803292,1045,525.228577532087,533.9285744803292,1166,525.228577532087,533.9285744803292,1266,525.228577532087,533.9285744803292,1368,525.228577532087,533.9285744803292,1485,812.228577532087,383.92857448032925,1593,812.228577532087,383.92857448032925,1693,812.228577532087,383.92857448032925,1793,812.228577532087,383.92857448032925,1894,812.228577532087,383.92857448032925,1994,812.228577532087,383.92857448032925,2095,812.228577532087,383.92857448032925,2200,812.228577532087,383.92857448032925,2310,812.228577532087,383.92857448032925,2425,812.228577532087,383.92857448032925,2541,812.228577532087,383.92857448032925,2657,812.228577532087,383.92857448032925,2757,812.228577532087,383.92857448032925,2877,812.228577532087,383.92857448032925,2979,812.228577532087,383.92857448032925,3094,812.228577532087,383.92857448032925,3209,812.228577532087,383.92857448032925,3324,812.228577532087,383.92857448032925,3449,812.228577532087,383.92857448032925,3564,812.228577532087,383.92857448032925,3665,812.228577532087,383.92857448032925,3765,812.228577532087,383.92857448032925,3865,812.228577532087,383.92857448032925,3965,812.228577532087,383.92857448032925,4065,812.228577532087,383.92857448032925,4166,812.228577532087,383.92857448032925,4292,812.228577532087,383.92857448032925,4412,812.228577532087,383.92857448032925,4516,812.228577532087,383.92857448032925,4616,812.228577532087,383.92857448032925,4725,812.228577532087,383.92857448032925,4832,812.228577532087,383.92857448032925,4932]","[5039,5039,2466.6,2026,546.4,""smooth"",""down"",""down"",""good_move"",8079,3040,2513.1,5039,526.9,""smooth"",""right"",""right"",""good_move"",11945,3865,3432.2,8080,432.8,""smooth"",""down"",""down"",""good_move"",14041,2095,1522.1,11946,572.9,""smooth"",""right"",""right"",""good_move""]"
"2223","","<div style=""width:500px;"">
  <p>What determined the result of this run?</p>
  </div>","66","html-slider-response","30","278763","0.0-5.0-1.4","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:16:14.822Z","","","","","","","","","","","AttribQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1854","","<div style=""width:500px;"">
  <p>How much control did you have over the ball?</p>
  </div>","85","html-slider-response","31","280621","0.0-5.0-2.4","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:16:16.680Z","","","","","","","","","","","ControlQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2502","","<div style=""width:500px;"">
  <p>How would you describe your current emotional state?</p>
  </div>","18","html-slider-response","32","283127","0.0-5.0-3.4","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:16:19.186Z","","","","","","","","","","","StressQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2349","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","89","html-slider-response","33","285480","0.0-5.0-4.4","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:16:21.539Z","","","","","","","","","","","MotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","ctl-task-cpt","34","336081","0.0-5.0-0.5","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:17:12.140Z","","","","","","","","","","","","","","win-only","1","g1:NE,g2:SW","0.5","6","0","286460","952","5962","47589","1","4","8","6","2","8","8","30","22","0.22727272727272727","1312","3000","1740","[""down"",""left""]","{""num_key_presses"":8,""num_perfect"":5,""num_errors"":0,""num_randdir"":3,""num_randdir_good_moves"":2,""num_whilered"":0,""num_whileblue"":0,""num_blue"":5,""num_good_moves"":7}","[300.22857753208706,300.92857448032925,1,300.22857753208706,300.92857448032925,109,300.22857753208706,300.92857448032925,212,300.22857753208706,300.92857448032925,325,300.22857753208706,300.92857448032925,426,300.22857753208706,300.92857448032925,526,300.22857753208706,300.92857448032925,627,200.22857753208706,400.92857448032925,742,81.22857753208706,510.92857448032925,843,80.22857753208706,511.92857448032925,944,78.22857753208706,512.9285744803292,1044,68.22857753208706,525.9285744803292,1148,68.22857753208706,525.9285744803292,1258,68.22857753208706,525.9285744803292,1359,68.22857753208706,525.9285744803292,1478,68.22857753208706,525.9285744803292,1598,-76.77142246791294,487.92857448032925,1753,-105.77142246791294,472.92857448032925,1865,-105.77142246791294,472.92857448032925,1966,-105.77142246791294,472.92857448032925,2066,-105.77142246791294,472.92857448032925,2181,-105.77142246791294,472.92857448032925,2306,-105.77142246791294,472.92857448032925,2408,-105.77142246791294,472.92857448032925,2528,-105.77142246791294,472.92857448032925,2633,-105.77142246791294,472.92857448032925,2734,-105.77142246791294,472.92857448032925,2834,-105.77142246791294,472.92857448032925,2934,-105.77142246791294,472.92857448032925,3034,-105.77142246791294,472.92857448032925,3136,-105.77142246791294,472.92857448032925,3249,-105.77142246791294,472.92857448032925,3351,-105.77142246791294,472.92857448032925,3462,-105.77142246791294,472.92857448032925,3562,-105.77142246791294,472.92857448032925,3663,-105.77142246791294,472.92857448032925,3763,-105.77142246791294,472.92857448032925,3864,-105.77142246791294,472.92857448032925,3964,-105.77142246791294,472.92857448032925,4065,-105.77142246791294,472.92857448032925,4181,-105.77142246791294,472.92857448032925,4300,-105.77142246791294,472.92857448032925,4406,-105.77142246791294,472.92857448032925,4506,-105.77142246791294,472.92857448032925,4606,-105.77142246791294,472.92857448032925,4706,-105.77142246791294,472.92857448032925,4809,-105.77142246791294,472.92857448032925,4909]","[1499,1499,1000,0,499,""smooth"",""down"",""down"",""good_move"",4571,3072,2581.6,1499,490.4,""oops"",""down"",""up"",""bad_move"",7752,3181,2327.3,4571,853.7,""smooth"",""down"",""down"",""good_move"",16174,8421,1764.8,13923,486.2,""smooth"",""left"",""left"",""good_move"",19406,3232,1764.2,16174,1467.8,""smooth"",""down"",""down"",""good_move"",25914,6507,2933,22464,517,""smooth"",""left"",""left"",""good_move"",38111,12196,3495.8,34030,585.2,""oops"",""down"",""left"",""good_move"",41362,3251,2509,38111,742,""oops"",""down"",""down"",""good_move""]"
"2615","","<div style=""width:500px;"">
  <p>What determined the result of this run?</p>
  </div>","74","html-slider-response","35","338698","0.0-5.0-1.5","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:17:14.758Z","","","","","","","","","","","AttribQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2288","","<div style=""width:500px;"">
  <p>How much control did you have over the ball?</p>
  </div>","79","html-slider-response","36","340991","0.0-5.0-2.5","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:17:17.050Z","","","","","","","","","","","ControlQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2846","","<div style=""width:500px;"">
  <p>How would you describe your current emotional state?</p>
  </div>","20","html-slider-response","37","343841","0.0-5.0-3.5","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:17:19.900Z","","","","","","","","","","","StressQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2253","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","82","html-slider-response","38","346097","0.0-5.0-4.5","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:17:22.157Z","","","","","","","","","","","MotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","ctl-task-cpt","39","434175","0.0-5.0-0.6","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:18:50.235Z","","","","","","","","","","","","","","win-only","2","g1:SE,g2:NW","0.4","7","0","347078","1404","6407","85056","1","4","8","6","2","8","8","38","30","0.2878787878787879","2118","3000","390","[""left"",""up""]","{""num_key_presses"":20,""num_perfect"":8,""num_errors"":0,""num_randdir"":12,""num_randdir_good_moves"":5,""num_whilered"":0,""num_whileblue"":0,""num_blue"":6,""num_good_moves"":13}","[294.22857753208706,302.92857448032925,1,294.22857753208706,302.92857448032925,106,294.22857753208706,302.92857448032925,209,294.22857753208706,302.92857448032925,310,294.22857753208706,302.92857448032925,425,294.22857753208706,302.92857448032925,527,294.22857753208706,302.92857448032925,640,294.22857753208706,302.92857448032925,756,294.22857753208706,302.92857448032925,856,294.22857753208706,302.92857448032925,957,294.22857753208706,302.92857448032925,1075,294.22857753208706,302.92857448032925,1185,294.22857753208706,302.92857448032925,1303,247.22857753208706,255.92857448032925,1404,57.22857753208705,67.92857448032925,1520,56.22857753208705,65.92857448032925,1621,56.22857753208705,65.92857448032925,1721,56.22857753208705,65.92857448032925,1822,56.22857753208705,65.92857448032925,1922,56.22857753208705,65.92857448032925,2023,56.22857753208705,65.92857448032925,2138,56.22857753208705,65.92857448032925,2257,56.22857753208705,65.92857448032925,2358,56.22857753208705,65.92857448032925,2458,56.22857753208705,65.92857448032925,2585,-111.77142246791294,82.92857448032925,2692,-184.77142246791294,87.92857448032925,2803,-184.77142246791294,87.92857448032925,2920,-184.77142246791294,87.92857448032925,3037,-184.77142246791294,87.92857448032925,3146,-184.77142246791294,87.92857448032925,3259,-184.77142246791294,87.92857448032925,3369,-184.77142246791294,87.92857448032925,3474,-184.77142246791294,87.92857448032925,3596,-184.77142246791294,87.92857448032925,3696,-184.77142246791294,87.92857448032925,3796,-184.77142246791294,87.92857448032925,3902,-184.77142246791294,87.92857448032925,4002,-184.77142246791294,87.92857448032925,4109,-184.77142246791294,87.92857448032925,4212,-184.77142246791294,87.92857448032925,4328,-184.77142246791294,87.92857448032925,4452,-184.77142246791294,87.92857448032925,4553,-184.77142246791294,87.92857448032925,4654,-184.77142246791294,87.92857448032925,4754,-184.77142246791294,87.92857448032925,4855,-184.77142246791294,87.92857448032925,4955]","[1476,1476,1000,0,476,""smooth"",""up"",""up"",""good_move"",8134,6658,2384.2,5349,400.8,""smooth"",""up"",""up"",""good_move"",11132,2998,2240,8134,758,""oops"",""left"",""up"",""good_move"",17267,6135,2128.2,14759,379.8,""oops"",""left"",""down"",""bad_move"",19788,2521,2106.2,17267,414.8,""smooth"",""left"",""left"",""good_move"",22687,2899,2395.9,19788,503.1,""smooth"",""left"",""left"",""good_move"",25681,2994,2543.5,22687,450.5,""oops"",""up"",""left"",""good_move"",28855,3174,2783.3,25681,390.7,""oops"",""up"",""down"",""bad_move"",31298,2442,2034.5,28856,407.5,""oops"",""up"",""down"",""bad_move"",33640,2338,1968,31302,370,""oops"",""up"",""down"",""bad_move"",36157,2517,2116,33640,401,""oops"",""up"",""down"",""bad_move"",38694,2537,2156.5,36157,380.5,""smooth"",""up"",""up"",""good_move"",46165,7471,2766.1,43020,378.9,""smooth"",""up"",""up"",""good_move"",52533,6368,2422.9,49665,445.1,""smooth"",""up"",""up"",""good_move"",55588,3054,1573.6,52534,1480.4,""oops"",""up"",""up"",""good_move"",66250,10661,2508,63296,446,""oops"",""up"",""right"",""bad_move"",69163,2913,2483.9,66250,429.1,""oops"",""up"",""down"",""bad_move"",71349,2186,1752.7,69163,433.3,""oops"",""up"",""left"",""good_move"",74528,3178,1927,71350,1251,""smooth"",""up"",""up"",""good_move"",78359,3830,3467.5,74529,362.5,""oops"",""up"",""up"",""good_move""]"
"2499","","<div style=""width:500px;"">
  <p>What determined the result of this run?</p>
  </div>","66","html-slider-response","40","436676","0.0-5.0-1.6","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:18:52.735Z","","","","","","","","","","","AttribQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2763","","<div style=""width:500px;"">
  <p>How much control did you have over the ball?</p>
  </div>","26","html-slider-response","41","439445","0.0-5.0-2.6","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:18:55.504Z","","","","","","","","","","","ControlQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3104","","<div style=""width:500px;"">
  <p>How would you describe your current emotional state?</p>
  </div>","48","html-slider-response","42","442552","0.0-5.0-3.6","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:18:58.611Z","","","","","","","","","","","StressQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2421","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","85","html-slider-response","43","444977","0.0-5.0-4.6","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:19:01.036Z","","","","","","","","","","","MotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
