"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","WEEK","BATCH","prolific_id","week","batch","realtime","success"
"1950","1753253041200","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for participanting in our experiment again! You will be asked to play the Dysfunctional Ball Game again. We will briefly recap the rules before we start.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to continue.</p>","0","custom-html-button-response","0","1954","0.0-0.0","161","1","2025-07-23 06:43:57","1f75c3e559b7213887762d5229550c2b","102.66.142.104","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","60f41ae35227aa02240ba0d9","683db9eb0562dbf637994deb","6880849d560983474c70b6c3","2","1","60f41ae35227aa02240ba0d9","2","1","2025-07-23T06:44:01.202Z",""
"1032","","","","fullscreen","1","3995","0.0-1.0","161","1","2025-07-23 06:43:57","1f75c3e559b7213887762d5229550c2b","102.66.142.104","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","60f41ae35227aa02240ba0d9","683db9eb0562dbf637994deb","6880849d560983474c70b6c3","2","1","60f41ae35227aa02240ba0d9","2","1","","true"
"1275","1753253044524","<p style='font-size:1.1em;line-height:1.25'>In the following, we will ask you a few questions relating to your feelings in the last 24 hours.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","2","5276","0.0-2.0-0.0","161","1","2025-07-23 06:43:57","1f75c3e559b7213887762d5229550c2b","102.66.142.104","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","WebKit","Chrome","138.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","60f41ae35227aa02240ba0d9","683db9eb0562dbf637994deb","6880849d560983474c70b6c3","2","1","60f41ae35227aa02240ba0d9","2","1","2025-07-23T06:44:04.525Z",""
