"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history","question_order","consent","success","question_id","eventType","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","which_type","canvas_config","goals_layout","control_level","trial_number","tutorial_trial_number","trial_start_time","phase1_start_time","phase2_start_time","phase3_start_time","goal_1_value","goal_1_distance","goal_2_value","goal_2_distance","goal_selected","outcome","outcome_total","participant_final_score","participant_initial_score","participant_final_score_prop","goal_choice_rt","allocated_time","allocated_time_remaining","goal_direction","counts","mouse_movements","key_presses"
"3809","1752061194533","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","3827","0.0-0.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","2025-07-09T11:39:54.540Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5508","","","","instructions","1","9341","0.0-1.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","[{""page_index"":0,""viewing_time"":3113},{""page_index"":1,""viewing_time"":2391}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":""I agree""}","survey-multi-choice","2","12484","0.0-2.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","","[0,1,2,3,4,5,6]","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1393","","","","fullscreen","3","14886","0.0-4.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1003","1752061206604"," <p style='font-size:1.1em;line-height:1.25'>Thank you for completing the consent form and closing all other tabs.</p><p style='font-size:1.1em;line-height:1.25'>We will now invite you to fill in some demographic information and questionnaires, before starting the game.<br>This will take about 5 minutes.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","4","15894","0.0-5.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","2025-07-09T11:40:06.606Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5574","","","{""age"":""25""}","survey-text","5","21486","0.0-6.0-0.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","","","","","0","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1833","","","{""gender_identity"":""female/woman""}","survey-multi-choice","6","23325","0.0-6.0-1.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","","[0]","","","1","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1269","","","{""assigned_sex"":""female""}","survey-multi-choice","7","24603","0.0-6.0-2.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","","[0]","","","2","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3709","","","{""menstrual_cycle"":""Yes""}","survey-multi-choice","8","28318","0.0-6.0-3.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","","[0]","","","4","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1522","","","{""education"":""Doctoral Degree (e.g., PhD)""}","survey-multi-choice","9","29847","0.0-6.0-4.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","","[0]","","","5","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"934","","","{""education"":""Master's Degree (e.g., MSc)""}","survey-multi-choice","10","30790","0.0-6.0-5.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","2025-07-09T11:40:21.502Z","","[0]","","","6","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9867","","","{""mental_health_condition"":""No"",""mental_health_treatment"":""No"",""psychiatric_medication"":""No""}","survey-text","11","40674","0.0-7.0-0.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","2025-07-09T11:40:31.387Z","","","","","1","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1514","","","{""depression_history"":[""Yes""]}","survey-multi-select","12","42212","0.0-7.0-1.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","","","[0]","","","","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2151","","","{""depression_episodes"":""more than 5"",""depression_recent"":""Currently experiencing an episode""}","survey-multi-choice","13","44371","0.0-7.0-2.0-0.0","285","1","2025-07-09 11:38:59","7701e855f2ef39aa3fd6c71abdc6918a","41.144.66.169","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","67109daadd253803c7aaf522","686d226cabeef709c732f8e1","686e4cc90a7a17ac1a0c4584","67109daadd253803c7aaf522","2025-07-09T11:40:35.084Z","","[0,1]","","","3","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
