"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history","question_order","consent","success","question_id","eventType","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","which_type","canvas_config","goals_layout","control_level","trial_number","tutorial_trial_number","trial_start_time","phase1_start_time","phase2_start_time","phase3_start_time","goal_1_value","goal_1_distance","goal_2_value","goal_2_distance","goal_selected","outcome","outcome_total","participant_final_score","participant_initial_score","participant_final_score_prop","goal_choice_rt","allocated_time","allocated_time_remaining","goal_direction","counts","mouse_movements","key_presses"
"21501","1751451553724","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","21515","0.0-0.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","2025-07-02T10:19:13.741Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14255","","","","instructions","1","35789","0.0-1.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","[{""page_index"":0,""viewing_time"":8895},{""page_index"":1,""viewing_time"":5357}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3362","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":""I agree""}","survey-multi-choice","2","39170","0.0-2.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","","[0,1,2,3,4,5,6]","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8895","","","","fullscreen","3","49088","0.0-4.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3742","1751451585055"," <p style='font-size:1.1em;line-height:1.25'>Thank you for completing the consent form and closing all other tabs.</p><p style='font-size:1.1em;line-height:1.25'>We will now invite you to fill in some demographic information and questionnaires, before starting the game.<br>This will take about 5 minutes.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","4","52838","0.0-5.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","2025-07-02T10:19:45.058Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8563","","","{""age"":""30""}","survey-text","5","61417","0.0-6.0-0.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","","","","","0","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3151","","","{""gender_identity"":""male/man""}","survey-multi-choice","6","64574","0.0-6.0-1.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","","[0]","","","1","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5011","","","{""assigned_sex"":""male""}","survey-multi-choice","7","69594","0.0-6.0-2.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","","[0]","","","2","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6482","","","{""menstrual_cycle"":""No""}","survey-multi-choice","8","76083","0.0-6.0-3.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","","[0]","","","4","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15612","","","{""education"":""Higher National Diploma""}","survey-multi-choice","9","91703","0.0-6.0-4.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","","[0]","","","5","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9832","","","{""education"":""Others""}","survey-multi-choice","10","101543","0.0-6.0-5.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","2025-07-02T10:20:33.763Z","","[0]","","","6","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51294","","","{""mental_health_condition"":""No"",""mental_health_treatment"":""No"",""psychiatric_medication"":""No""}","survey-text","11","152856","0.0-7.0-0.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","2025-07-02T10:21:25.076Z","","","","","1","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10201","","","{""depression_history"":[""Yes""]}","survey-multi-select","12","163082","0.0-7.0-1.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","","","[0]","","","","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16778","","","{""depression_episodes"":""Prefer not to say / I don't know"",""depression_recent"":""More than 1 year ago""}","survey-multi-choice","13","179876","0.0-7.0-2.0-0.0","53","1","2025-07-02 10:18:52","80fe4187154257d5fb01684ea91b68b9","41.13.17.237","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Linux","","https://app.prolific.com/","en-US,en;q=0.9,st;q=0.8","66826c452acc243fa7b92f51","683db6dfa200031b80f2a654","6865075bf069321cf23b7293","66826c452acc243fa7b92f51","2025-07-02T10:21:52.096Z","","[0,1]","","","3","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
