"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history","question_order","consent","success"
"1889","1751452510942","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","1890","0.0-0.0","204","1","2025-07-02 10:35:06","80fe4187154257d5fb01684ea91b68b9","172.56.82.192","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","67d028b6021b038230ccfd4c","683db6dfa200031b80f2a654","6865078d04f626b267de679e","67d028b6021b038230ccfd4c","2025-07-02T10:35:10.942Z","","","",""
"3447","","","","instructions","1","5338","0.0-1.0","204","1","2025-07-02 10:35:06","80fe4187154257d5fb01684ea91b68b9","172.56.82.192","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","67d028b6021b038230ccfd4c","683db6dfa200031b80f2a654","6865078d04f626b267de679e","67d028b6021b038230ccfd4c","","[{""page_index"":0,""viewing_time"":2998},{""page_index"":1,""viewing_time"":448}]","","",""
"3863","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":""I agree""}","survey-multi-choice","2","9203","0.0-2.0","204","1","2025-07-02 10:35:06","80fe4187154257d5fb01684ea91b68b9","172.56.82.192","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","67d028b6021b038230ccfd4c","683db6dfa200031b80f2a654","6865078d04f626b267de679e","67d028b6021b038230ccfd4c","","","[0,1,2,3,4,5,6]","true",""
"1229","","","","fullscreen","3","11446","0.0-4.0","204","1","2025-07-02 10:35:06","80fe4187154257d5fb01684ea91b68b9","172.56.82.192","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","67d028b6021b038230ccfd4c","683db6dfa200031b80f2a654","6865078d04f626b267de679e","67d028b6021b038230ccfd4c","","","","","true"
"1170","1751452521669"," <p style='font-size:1.1em;line-height:1.25'>Thank you for completing the consent form and closing all other tabs.</p><p style='font-size:1.1em;line-height:1.25'>We will now invite you to fill in some demographic information and questionnaires, before starting the game.<br>This will take about 5 minutes.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","4","12618","0.0-5.0","204","1","2025-07-02 10:35:06","80fe4187154257d5fb01684ea91b68b9","172.56.82.192","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9","67d028b6021b038230ccfd4c","683db6dfa200031b80f2a654","6865078d04f626b267de679e","67d028b6021b038230ccfd4c","2025-07-02T10:35:21.670Z","","","",""
