"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history"
"5344","1751452139381","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","5364","0.0-0.0","195","1","2025-07-02 10:28:17","80fe4187154257d5fb01684ea91b68b9","37.31.155.39","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Windows","10.0","https://app.prolific.com/","pl-PL,pl;q=0.9,en-US;q=0.8,en;q=0.7,de;q=0.6","5dafea4de40355001651fa2f","683db6dfa200031b80f2a654","6865075450edf4acd65a8803","5dafea4de40355001651fa2f","2025-07-02T10:28:59.383Z",""
"10531","","","","instructions","1","15898","0.0-1.0","195","1","2025-07-02 10:28:17","80fe4187154257d5fb01684ea91b68b9","37.31.155.39","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","WebKit","Chrome","137.0.0.0","Windows","10.0","https://app.prolific.com/","pl-PL,pl;q=0.9,en-US;q=0.8,en;q=0.7,de;q=0.6","5dafea4de40355001651fa2f","683db6dfa200031b80f2a654","6865075450edf4acd65a8803","5dafea4de40355001651fa2f","","[{""page_index"":0,""viewing_time"":7321},{""page_index"":1,""viewing_time"":3209}]"
