"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history"
"66092","1752057153749","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","66108","0.0-0.0","153","1","2025-07-09 09:09:46","7701e855f2ef39aa3fd6c71abdc6918a","41.144.41.74","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36","WebKit","Chrome","134.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,zu;q=0.6","67d0440cfc5f515274a6be42","686d226cabeef709c732f8e1","686e313ecfc3fe448ef09298","67d0440cfc5f515274a6be42","2025-07-09T10:32:33.760Z",""
"3802","","","","instructions","1","69931","0.0-1.0","153","1","2025-07-09 09:09:46","7701e855f2ef39aa3fd6c71abdc6918a","41.144.41.74","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36","WebKit","Chrome","134.0.0.0","AndroidOS","10","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7,zu;q=0.6","67d0440cfc5f515274a6be42","686d226cabeef709c732f8e1","686e313ecfc3fe448ef09298","67d0440cfc5f515274a6be42","","[{""page_index"":0,""viewing_time"":3416},{""page_index"":1,""viewing_time"":384}]"
